gene,gene_name,fold_seed42,fold_seed43,fold_seed44
ENSG00000189299,FOXR2,0,3,4
ENSG00000110074,FOXRED1,4,1,1
ENSG00000100350,FOXRED2,0,0,0
ENSG00000179772,FOXS1,4,1,1
ENSG00000136877,FPGS,2,4,2
ENSG00000254685,FPGT,0,4,2
ENSG00000171051,FPR1,3,1,0
ENSG00000148690,FRA10AC1,1,0,2
ENSG00000138759,FRAS1,1,4,1
ENSG00000165879,FRAT1,2,4,1
ENSG00000181274,FRAT2,3,3,2
ENSG00000109536,FRG1,0,0,1
ENSG00000172159,FRMD3,0,4,4
ENSG00000151474,FRMD4A,3,2,0
ENSG00000114541,FRMD4B,4,3,2
ENSG00000139926,FRMD6,1,2,3
ENSG00000126391,FRMD8,2,4,0
ENSG00000166225,FRS2,1,3,3
ENSG00000137218,FRS3,0,2,1
ENSG00000073910,FRY,3,1,2
ENSG00000075539,FRYL,1,0,3
ENSG00000265817,FSBP,3,3,1
ENSG00000075618,FSCN1,1,3,2
ENSG00000105255,FSD1,2,2,4
ENSG00000106701,FSD1L,3,0,3
ENSG00000150667,FSIP1,1,3,4
ENSG00000167996,FTH1,2,4,0
ENSG00000087086,FTL,3,2,1
ENSG00000140718,FTO,0,2,0
ENSG00000068438,FTSJ1,4,3,0
ENSG00000162613,FUBP1,4,4,1
ENSG00000107164,FUBP3,1,1,0
ENSG00000179163,FUCA1,0,1,2
ENSG00000001036,FUCA2,3,4,3
ENSG00000157353,FCSK,0,0,0
ENSG00000069509,FUNDC1,3,1,3
ENSG00000165775,FUNDC2,1,3,1
ENSG00000148803,FUOM,3,0,3
ENSG00000140564,FURIN,0,3,0
ENSG00000089280,FUS,0,0,2
ENSG00000172728,FUT10,3,1,4
ENSG00000196968,FUT11,4,1,0
ENSG00000196371,FUT4,2,4,2
ENSG00000180549,FUT7,1,2,4
ENSG00000033170,FUT8,4,2,1
ENSG00000010361,FUZ,4,3,1
ENSG00000165060,FXN,2,1,1
ENSG00000114416,FXR1,4,0,3
ENSG00000129245,FXR2,1,2,0
ENSG00000266964,FXYD1,3,4,3
ENSG00000137731,FXYD2,2,4,1
ENSG00000089356,FXYD3,0,0,2
ENSG00000089327,FXYD5,4,3,2
ENSG00000221946,FXYD7,0,2,3
ENSG00000082074,FYB1,3,1,1
ENSG00000163820,FYCO1,2,4,4
ENSG00000010810,FYN,3,4,0
ENSG00000122068,FYTTD1,0,3,1
ENSG00000104290,FZD3,0,2,3
ENSG00000164930,FZD6,1,4,3
ENSG00000105325,FZR1,4,4,4
ENSG00000123689,G0S2,0,1,4
ENSG00000092140,G2E3,3,1,2
ENSG00000145907,G3BP1,1,2,3
ENSG00000138757,G3BP2,1,2,1
ENSG00000141349,G6PC3,3,4,3
ENSG00000160211,G6PD,2,3,3
ENSG00000171298,GAA,0,2,2
ENSG00000033327,GAB2,3,1,4
ENSG00000160219,GAB3,4,2,2
ENSG00000170296,GABARAP,1,4,2
ENSG00000139112,GABARAPL1,4,1,2
ENSG00000034713,GABARAPL2,0,0,4
ENSG00000204681,GABBR1,1,1,1
ENSG00000154727,GABPA,0,1,1
ENSG00000104064,GABPB1,0,4,4
ENSG00000143458,GABPB2,4,1,3
ENSG00000128683,GAD1,1,3,3
ENSG00000116717,GADD45A,4,0,1
ENSG00000099860,GADD45B,3,3,3
ENSG00000130222,GADD45G,2,3,2
ENSG00000179271,GADD45GIP1,3,0,0
ENSG00000178950,GAK,0,2,1
ENSG00000197093,GAL3ST4,4,4,3
ENSG00000054983,GALC,1,1,1
ENSG00000117308,GALE,2,0,3
ENSG00000108479,GALK1,2,4,3
ENSG00000156958,GALK2,1,1,0
ENSG00000143891,GALM,0,1,0
ENSG00000141012,GALNS,0,1,1
ENSG00000164574,GALNT10,1,4,3
ENSG00000178234,GALNT11,4,0,0
ENSG00000119514,GALNT12,0,2,0
ENSG00000110328,GALNT18,0,4,3
ENSG00000143641,GALNT2,1,2,2
ENSG00000115339,GALNT3,1,0,0
ENSG00000257594,GALNT4,4,2,4
ENSG00000139629,GALNT6,0,1,0
ENSG00000109586,GALNT7,2,1,4
ENSG00000182687,GALR2,4,0,3
ENSG00000213930,GALT,4,3,3
ENSG00000130005,GAMT,2,1,0
ENSG00000261609,GAN,3,2,2
ENSG00000089597,GANAB,0,2,2
ENSG00000214013,GANC,2,1,1
ENSG00000111640,GAPDH,4,2,4
ENSG00000165219,GAPVD1,0,4,0
ENSG00000141441,GAREM1,1,0,1
ENSG00000157833,GAREM2,4,3,2
ENSG00000106105,GARS1,2,3,2
ENSG00000159131,GART,0,3,0
ENSG00000148935,GAS2,0,1,4
ENSG00000185340,GAS2L1,2,1,1
ENSG00000183087,GAS6,3,1,1
ENSG00000007237,GAS7,2,1,0
ENSG00000141013,GAS8,4,1,4
ENSG00000102145,GATA1,1,2,3
ENSG00000179348,GATA2,0,0,2
ENSG00000107485,GATA3,1,0,1
ENSG00000136574,GATA4,4,1,1
ENSG00000130700,GATA5,1,1,1
ENSG00000141448,GATA6,2,2,3
ENSG00000157259,GATAD1,4,2,0
ENSG00000167491,GATAD2A,0,4,3
ENSG00000143614,GATAD2B,4,2,0
ENSG00000059691,GATB,0,3,4
ENSG00000257218,GATC,2,4,2
ENSG00000177225,GATD1,3,0,3
ENSG00000177628,GBA1,1,3,1
ENSG00000070610,GBA2,3,1,0
ENSG00000114480,GBE1,0,1,3
ENSG00000148288,GBGT1,1,1,2
ENSG00000117228,GBP1,4,1,1
ENSG00000162645,GBP2,4,2,1
ENSG00000117226,GBP3,3,0,3
ENSG00000162654,GBP4,3,4,0
ENSG00000154451,GBP5,1,2,2
ENSG00000213512,GBP7,4,4,0
ENSG00000164900,GBX1,0,1,1
ENSG00000168505,GBX2,1,1,3
ENSG00000115271,GCA,4,1,1
ENSG00000100116,GCAT,3,0,4
ENSG00000179562,GCC1,1,0,2
ENSG00000135968,GCC2,2,2,1
ENSG00000105607,GCDH,4,4,0
ENSG00000005436,GCFC2,4,1,3
ENSG00000131979,GCH1,2,3,0
ENSG00000137880,GCHFR,1,3,0
ENSG00000001084,GCLC,0,2,4
ENSG00000023909,GCLM,3,0,3
ENSG00000124827,GCM2,3,4,2
ENSG00000089154,GCN1,0,1,1
ENSG00000147174,GCNA,2,4,4
ENSG00000187210,GCNT1,2,0,4
ENSG00000176928,GCNT4,2,3,4
ENSG00000124091,GCNT7,2,4,2
ENSG00000174500,GCSAM,2,3,4
ENSG00000140905,GCSH,4,2,2
ENSG00000104381,GDAP1,1,1,2
ENSG00000196505,GDAP2,4,3,0
ENSG00000006007,GDE1,1,3,2
ENSG00000135414,GDF11,0,3,1
ENSG00000130513,GDF15,4,4,4
ENSG00000143869,GDF7,4,4,1
ENSG00000164404,GDF9,1,4,4
ENSG00000203879,GDI1,0,0,3
ENSG00000057608,GDI2,2,3,2
ENSG00000153982,GDPD1,1,2,0
ENSG00000102886,GDPD3,3,4,2
ENSG00000158555,GDPD5,0,1,4
ENSG00000183208,GDPGP1,3,1,3
ENSG00000164949,GEM,2,3,4
ENSG00000152147,GEMIN6,1,4,2
ENSG00000142252,GEMIN7,4,4,2
ENSG00000046647,GEMIN8,4,0,4
ENSG00000178295,GEN1,0,3,1
ENSG00000239857,GET4,0,2,4
ENSG00000127554,GFER,0,4,2
ENSG00000162676,GFI1,4,2,1
ENSG00000165702,GFI1B,0,0,4
ENSG00000168827,GFM1,3,1,1
ENSG00000164347,GFM2,0,1,0
ENSG00000145990,GFOD1,3,2,1
ENSG00000141098,GFOD2,1,2,2
ENSG00000131459,GFPT2,0,2,3
ENSG00000100083,GGA1,2,2,0
ENSG00000103365,GGA2,1,2,4
ENSG00000125447,GGA3,1,4,3
ENSG00000134864,GGACT,3,3,4
ENSG00000006625,GGCT,0,3,2
ENSG00000115486,GGCX,4,3,2
ENSG00000137563,GGH,1,4,2
ENSG00000278311,GGNBP2,1,0,3
ENSG00000152904,GGPS1,0,4,3
ENSG00000100031,GGT1,1,2,4
ENSG00000131067,GGT7,2,3,0
ENSG00000167925,GHDC,0,0,3
ENSG00000165678,GHITM,1,2,2
ENSG00000141034,GID4,1,0,4
ENSG00000101193,GID8,3,1,0
ENSG00000204120,GIGYF2,4,4,1
ENSG00000281887,GIMAP1-GIMAP5,1,1,2
ENSG00000106560,GIMAP2,3,0,4
ENSG00000133574,GIMAP4,1,3,4
ENSG00000196329,GIMAP5,0,0,0
ENSG00000133561,GIMAP6,1,1,0
ENSG00000179144,GIMAP7,3,1,4
ENSG00000171115,GIMAP8,4,0,4
ENSG00000145723,GIN1,4,3,1
ENSG00000055211,GINM1,2,4,4
ENSG00000131153,GINS2,2,4,3
ENSG00000123159,GIPC1,0,3,0
ENSG00000179855,GIPC3,1,3,0
ENSG00000010310,GIPR,3,2,1
ENSG00000108262,GIT1,2,3,3
ENSG00000139436,GIT2,2,2,0
ENSG00000165474,GJB2,4,3,3
ENSG00000121742,GJB6,4,2,3
ENSG00000182963,GJC1,0,0,3
ENSG00000198814,GK,0,4,4
ENSG00000175066,GK5,3,3,1
ENSG00000165113,GKAP1,0,4,3
ENSG00000102393,GLA,2,1,0
ENSG00000170266,GLB1,4,2,0
ENSG00000163521,GLB1L,2,4,3
ENSG00000149328,GLB1L2,3,0,1
ENSG00000166105,GLB1L3,1,1,3
ENSG00000106415,GLCCI1,0,4,0
ENSG00000138604,GLCE,1,3,2
ENSG00000178445,GLDC,2,1,1
ENSG00000090863,GLG1,3,3,1
ENSG00000111087,GLI1,0,2,3
ENSG00000074047,GLI2,0,3,4
ENSG00000106571,GLI3,1,0,1
ENSG00000250571,GLI4,1,3,1
ENSG00000139278,GLIPR1,1,4,3
ENSG00000122694,GLIPR2,1,0,3
ENSG00000174332,GLIS1,1,2,3
ENSG00000126603,GLIS2,2,3,2
ENSG00000107249,GLIS3,0,2,4
ENSG00000174842,GLMN,2,1,4
ENSG00000198715,GLMP,0,1,0
ENSG00000124767,GLO1,4,1,1
ENSG00000167699,GLOD4,2,4,0
ENSG00000173221,GLRX,4,3,4
ENSG00000023572,GLRX2,2,0,1
ENSG00000108010,GLRX3,3,3,0
ENSG00000182512,GLRX5,1,2,4
ENSG00000115419,GLS,0,4,4
ENSG00000135423,GLS2,2,2,0
ENSG00000016864,GLT8D1,4,2,2
ENSG00000139433,GLTP,3,3,1
ENSG00000148672,GLUD1,2,3,4
ENSG00000135821,GLUL,3,0,0
ENSG00000168237,GLYCTK,3,4,3
ENSG00000140632,GLYR1,1,2,4
ENSG00000196743,GM2A,1,3,3
ENSG00000087338,GMCL1,3,4,1
ENSG00000112699,GMDS,0,1,2
ENSG00000162419,GMEB1,3,3,3
ENSG00000101216,GMEB2,2,2,0
ENSG00000197045,GMFB,3,4,1
ENSG00000130755,GMFG,1,3,4
ENSG00000112312,GMNN,3,1,1
ENSG00000144591,GMPPA,3,3,4
ENSG00000137198,GMPR,3,1,0
ENSG00000100938,GMPR2,3,2,4
ENSG00000146535,GNA12,2,4,1
ENSG00000120063,GNA13,2,2,1
ENSG00000060558,GNA15,1,1,0
ENSG00000127955,GNAI1,0,2,3
ENSG00000114353,GNAI2,4,1,4
ENSG00000065135,GNAI3,0,4,1
ENSG00000141404,GNAL,3,3,4
ENSG00000087258,GNAO1,4,1,0
ENSG00000156052,GNAQ,2,3,2
ENSG00000087460,GNAS,2,3,0
ENSG00000128266,GNAZ,4,3,1
ENSG00000078369,GNB1,4,2,3
ENSG00000185838,GNB1L,1,1,2
ENSG00000172354,GNB2,4,1,0
ENSG00000114450,GNB4,4,4,0
ENSG00000069966,GNB5,1,2,4
ENSG00000159921,GNE,1,0,2
ENSG00000242616,GNG10,0,0,2
ENSG00000127920,GNG11,0,3,0
ENSG00000186469,GNG2,1,0,1
ENSG00000168243,GNG4,4,1,2
ENSG00000174021,GNG5,2,1,1
ENSG00000176533,GNG7,1,0,1
ENSG00000167414,GNG8,4,4,4
ENSG00000167083,GNGT2,0,0,2
ENSG00000204590,GNL1,0,4,1
ENSG00000115523,GNLY,2,2,2
ENSG00000124713,GNMT,0,0,2
ENSG00000116906,GNPAT,0,4,0
ENSG00000113552,GNPDA1,0,4,1
ENSG00000163281,GNPDA2,0,0,2
ENSG00000100522,GNPNAT1,1,1,0
ENSG00000111670,GNPTAB,4,2,3
ENSG00000090581,GNPTG,1,0,2
ENSG00000125787,GNRH2,0,2,0
ENSG00000135677,GNS,0,1,0
ENSG00000136935,GOLGA1,4,3,0
ENSG00000167110,GOLGA2,3,4,1
ENSG00000090615,GOLGA3,2,3,3
ENSG00000144674,GOLGA4,4,3,2
ENSG00000066455,GOLGA5,1,0,1
ENSG00000147533,GOLGA7,4,2,2
ENSG00000155265,GOLGA7B,1,0,1
ENSG00000175265,GOLGA8A,4,0,4
ENSG00000215252,GOLGA8B,4,0,3
ENSG00000232653,GOLGA8N,0,4,3
ENSG00000173230,GOLGB1,0,2,4
ENSG00000173905,GOLIM4,1,0,0
ENSG00000135052,GOLM1,0,0,4
ENSG00000113384,GOLPH3,1,2,3
ENSG00000143457,GOLPH3L,3,3,4
ENSG00000111711,GOLT1B,1,0,1
ENSG00000116580,GON4L,1,0,2
ENSG00000170270,GON7,1,4,2
ENSG00000047932,GOPC,2,0,1
ENSG00000120370,GORAB,1,0,1
ENSG00000114745,GORASP1,0,3,4
ENSG00000115806,GORASP2,2,2,0
ENSG00000108587,GOSR1,3,3,4
ENSG00000120053,GOT1,0,4,2
ENSG00000125166,GOT2,4,2,2
ENSG00000185245,GP1BA,1,1,2
ENSG00000203618,GP1BB,4,0,3
ENSG00000178732,GP5,2,2,3
ENSG00000088053,GP6,0,4,1
ENSG00000169704,GP9,2,0,2
ENSG00000143167,GPA33,1,4,0
ENSG00000197858,GPAA1,0,1,4
ENSG00000133114,GPALPP1,4,2,2
ENSG00000119927,GPAM,1,1,2
ENSG00000204438,GPANK1,3,0,0
ENSG00000186281,GPAT2,0,2,1
ENSG00000138678,GPAT3,1,0,3
ENSG00000158669,GPAT4,0,1,0
ENSG00000152133,GPATCH11,1,4,1
ENSG00000092978,GPATCH2,0,4,3
ENSG00000089916,GPATCH2L,4,1,3
ENSG00000198746,GPATCH3,2,0,0
ENSG00000160818,GPATCH4,4,2,2
ENSG00000186566,GPATCH8,0,2,0
ENSG00000062194,GPBP1,2,3,3
ENSG00000159592,GPBP1L1,1,2,0
ENSG00000063660,GPC1,0,3,3
ENSG00000213420,GPC2,0,4,4
ENSG00000125772,GPCPD1,1,0,0
ENSG00000152642,GPD1L,2,1,1
ENSG00000115159,GPD2,3,3,2
ENSG00000171723,GPHN,2,3,0
ENSG00000105220,GPI,3,4,0
ENSG00000150625,GPM6A,3,2,0
ENSG00000046653,GPM6B,0,3,4
ENSG00000198522,GPN1,2,3,1
ENSG00000136235,GPNMB,1,2,1
ENSG00000148358,GPR107,2,1,2
ENSG00000125734,GPR108,0,0,1
ENSG00000183484,GPR132,3,4,3
ENSG00000181619,GPR135,4,2,3
ENSG00000173264,GPR137,1,2,2
ENSG00000077585,GPR137B,1,4,2
ENSG00000164849,GPR146,1,0,0
ENSG00000154165,GPR15,3,4,0
ENSG00000178015,GPR150,1,0,0
ENSG00000163328,GPR155,0,2,4
ENSG00000180758,GPR157,2,2,4
ENSG00000173890,GPR160,2,3,4
ENSG00000174946,GPR171,3,0,3
ENSG00000125245,GPR18,3,3,3
ENSG00000152749,GPR180,1,1,2
ENSG00000169508,GPR183,0,3,1
ENSG00000183150,GPR19,3,1,4
ENSG00000170128,GPR25,1,2,0
ENSG00000170837,GPR27,3,2,1
ENSG00000181773,GPR3,0,1,1
ENSG00000171659,GPR34,0,4,1
ENSG00000178623,GPR35,1,3,1
ENSG00000203737,GPR52,3,4,1
ENSG00000135898,GPR55,3,2,3
ENSG00000112218,GPR63,2,0,0
ENSG00000140030,GPR65,2,2,3
ENSG00000119714,GPR68,2,1,4
ENSG00000119737,GPR75,1,2,4
ENSG00000171657,GPR82,3,4,0
ENSG00000117262,GPR89A,1,3,3
ENSG00000188092,GPR89B,2,2,3
ENSG00000198932,GPRASP1,2,4,0
ENSG00000158301,GPRASP2,4,0,0
ENSG00000013588,GPRC5A,3,2,1
ENSG00000167191,GPRC5B,1,3,4
ENSG00000185477,GPRIN3,4,1,3
ENSG00000169727,GPS1,1,4,0
ENSG00000132522,GPS2,2,2,0
ENSG00000160360,GPSM1,1,1,1
ENSG00000121957,GPSM2,4,2,4
ENSG00000213654,GPSM3,1,4,0
ENSG00000166123,GPT2,1,0,2
ENSG00000176153,GPX2,1,3,0
ENSG00000211445,GPX3,2,2,2
ENSG00000167468,GPX4,1,0,3
ENSG00000116157,GPX7,2,3,3
ENSG00000089351,GRAMD1A,0,2,4
ENSG00000023171,GRAMD1B,4,2,3
ENSG00000155324,GRAMD2B,0,4,1
ENSG00000075240,GRAMD4,2,2,3
ENSG00000154016,GRAP,3,3,1
ENSG00000100351,GRAP2,1,0,3
ENSG00000189152,GRAPL,0,3,4
ENSG00000161835,TAMALIN,1,2,4
ENSG00000106070,GRB10,4,3,1
ENSG00000177885,GRB2,0,2,1
ENSG00000180875,GREM2,3,2,3
ENSG00000134317,GRHL1,1,4,1
ENSG00000083307,GRHL2,4,3,2
ENSG00000158055,GRHL3,0,2,0
ENSG00000137106,GRHPR,3,0,2
ENSG00000273079,GRIN2B,2,3,3
ENSG00000198785,GRIN3A,4,3,4
ENSG00000178719,GRINA,3,3,2
ENSG00000155974,GRIP1,2,0,1
ENSG00000068400,GRIPAP1,2,4,1
ENSG00000173020,GRK2,3,2,2
ENSG00000100077,GRK3,4,1,4
ENSG00000125388,GRK4,2,0,1
ENSG00000198873,GRK5,0,3,2
ENSG00000198055,GRK6,0,3,1
ENSG00000164082,GRM2,1,2,2
ENSG00000030582,GRN,1,4,0
ENSG00000164284,GRPEL2,4,0,0
ENSG00000132463,GRSF1,0,2,1
ENSG00000105447,GRWD1,1,4,1
ENSG00000186088,GSAP,2,1,4
ENSG00000133937,GSC,3,0,0
ENSG00000063515,GSC2,1,4,2
ENSG00000167914,GSDMA,0,2,4
ENSG00000073605,GSDMB,4,3,0
ENSG00000104518,GSDMD,4,3,4
ENSG00000105928,GSDME,3,4,3
ENSG00000105723,GSK3A,0,4,0
ENSG00000082701,GSK3B,4,2,1
ENSG00000100744,GSKIP,2,3,0
ENSG00000148180,GSN,1,4,2
ENSG00000189369,GSPT2,1,4,0
ENSG00000104687,GSR,1,0,0
ENSG00000100983,GSS,1,1,4
ENSG00000243955,GSTA1,3,0,2
ENSG00000170899,GSTA4,2,4,1
ENSG00000138780,GSTCD,4,0,1
ENSG00000197448,GSTK1,3,1,4
ENSG00000134184,GSTM1,0,2,2
ENSG00000213366,GSTM2,1,4,1
ENSG00000134202,GSTM3,0,4,3
ENSG00000168765,GSTM4,2,1,3
ENSG00000148834,GSTO1,1,2,2
ENSG00000065621,GSTO2,2,1,2
ENSG00000084207,GSTP1,3,2,0
ENSG00000100577,GSTZ1,0,0,0
ENSG00000169840,GSX1,1,4,3
ENSG00000180613,GSX2,2,2,3
ENSG00000121964,GTDC1,4,0,4
ENSG00000165417,GTF2A1,4,4,0
ENSG00000140307,GTF2A2,3,2,2
ENSG00000110768,GTF2H1,0,2,3
ENSG00000183474,GTF2H2C,1,1,3
ENSG00000111358,GTF2H3,1,4,2
ENSG00000272047,GTF2H5,2,1,3
ENSG00000263001,GTF2I,3,2,0
ENSG00000006704,GTF2IRD1,2,1,2
ENSG00000174428,GTF2IRD2B,1,2,3
ENSG00000122034,GTF3A,1,4,3
ENSG00000115207,GTF3C2,0,1,1
ENSG00000119041,GTF3C3,2,1,0
ENSG00000125484,GTF3C4,0,2,1
ENSG00000148308,GTF3C5,1,2,0
ENSG00000155115,GTF3C6,0,3,4
ENSG00000100226,GTPBP1,4,4,3
ENSG00000105793,GTPBP10,3,1,1
ENSG00000172432,GTPBP2,4,1,4
ENSG00000130299,GTPBP3,4,0,0
ENSG00000178605,GTPBP6,2,0,3
ENSG00000163607,GTPBP8,3,3,1
ENSG00000075218,GTSE1,1,4,1
ENSG00000170627,GTSF1,2,2,2
ENSG00000112599,GUCA1B,1,4,0
ENSG00000197273,GUCA2A,2,0,1
ENSG00000164116,GUCY1A1,4,0,0
ENSG00000061918,GUCY1B1,1,0,2
ENSG00000151806,GUF1,4,0,4
ENSG00000169919,GUSB,0,2,3
ENSG00000179240,GVQW3,1,3,2
ENSG00000151233,GXYLT1,4,4,0
ENSG00000163754,GYG1,3,4,4
ENSG00000136732,GYPC,2,1,2
ENSG00000197465,GYPE,1,3,1
ENSG00000104812,GYS1,4,2,4
ENSG00000125812,GZF1,2,0,2
ENSG00000145649,GZMA,4,4,4
ENSG00000100453,GZMB,2,3,0
ENSG00000100450,GZMH,4,0,2
ENSG00000113088,GZMK,0,1,3
ENSG00000197540,GZMM,3,2,2
ENSG00000189060,H1-0,2,4,4
ENSG00000184897,H1-10,2,2,1
ENSG00000246705,H2AJ,2,3,3
ENSG00000105968,H2AZ2,2,2,2
ENSG00000188486,H2AX,4,2,4
ENSG00000113648,MACROH2A1,1,2,1
ENSG00000099284,MACROH2A2,2,2,0
ENSG00000164032,H2AZ1,0,2,3
ENSG00000163041,H3-3A,4,3,4
ENSG00000132475,H3-3B,2,4,4
ENSG00000188375,H3-5,1,3,3
ENSG00000049239,H6PD,4,3,2
ENSG00000130956,HABP4,2,1,2
ENSG00000165996,HACD1,1,1,2
ENSG00000206527,HACD2,0,1,4
ENSG00000074696,HACD3,2,0,3
ENSG00000188921,HACD4,0,0,2
ENSG00000085382,HACE1,2,4,2
ENSG00000131373,HACL1,2,1,2
ENSG00000138796,HADH,3,0,3
ENSG00000084754,HADHA,3,0,2
ENSG00000138029,HADHB,1,0,4
ENSG00000063854,HAGH,4,2,4
ENSG00000103253,HAGHL,1,4,3
ENSG00000113196,HAND1,0,3,4
ENSG00000164107,HAND2,1,1,2
ENSG00000140511,HAPLN3,4,1,3
ENSG00000180423,HARBI1,1,2,4
ENSG00000112855,HARS2,0,0,3
ENSG00000103044,HAS3,3,2,1
ENSG00000177602,HASPIN,1,2,0
ENSG00000128708,HAT1,4,0,1
ENSG00000137814,HAUS2,1,2,4
ENSG00000131351,HAUS8,0,0,0
ENSG00000135077,HAVCR2,2,4,4
ENSG00000143575,HAX1,2,0,4
ENSG00000188536,HBA2,0,4,2
ENSG00000244734,HBB,0,3,0
ENSG00000223609,HBD,4,3,1
ENSG00000113070,HBEGF,3,4,2
ENSG00000206177,HBM,0,0,3
ENSG00000105856,HBP1,4,2,3
ENSG00000112339,HBS1L,4,4,0
ENSG00000196917,HCAR1,2,0,2
ENSG00000004961,HCCS,1,1,3
ENSG00000172534,HCFC1,2,4,0
ENSG00000103145,HCFC1R1,4,1,0
ENSG00000111727,HCFC2,0,1,1
ENSG00000101336,HCK,4,3,4
ENSG00000180353,HCLS1,3,2,1
ENSG00000099822,HCN2,2,1,1
ENSG00000143630,HCN3,0,3,1
ENSG00000126264,HCST,3,3,4
ENSG00000116478,HDAC1,3,1,3
ENSG00000100429,HDAC10,4,0,2
ENSG00000163517,HDAC11,1,0,3
ENSG00000196591,HDAC2,4,0,3
ENSG00000171720,HDAC3,3,3,4
ENSG00000068024,HDAC4,3,4,2
ENSG00000108840,HDAC5,2,0,2
ENSG00000094631,HDAC6,2,2,2
ENSG00000061273,HDAC7,4,3,4
ENSG00000147099,HDAC8,4,0,1
ENSG00000048052,HDAC9,2,3,2
ENSG00000140287,HDC,4,1,2
ENSG00000111906,HDDC2,2,2,2
ENSG00000184508,HDDC3,0,4,2
ENSG00000143321,HDGF,3,1,4
ENSG00000167674,HDGFL2,4,0,3
ENSG00000166503,HDGFL3,2,3,0
ENSG00000167220,HDHD2,0,1,0
ENSG00000119431,HDHD3,2,2,1
ENSG00000069998,HDHD5,0,3,2
ENSG00000115677,HDLBP,3,4,3
ENSG00000165259,HDX,2,0,0
ENSG00000155393,HEATR3,4,4,2
ENSG00000187105,HEATR4,2,0,2
ENSG00000129493,HEATR5A,3,4,0
ENSG00000008869,HEATR5B,0,3,0
ENSG00000068097,HEATR6,4,0,1
ENSG00000013583,HEBP1,3,4,3
ENSG00000051620,HEBP2,4,0,0
ENSG00000112406,HECA,1,3,1
ENSG00000092148,HECTD1,3,4,1
ENSG00000126107,HECTD3,2,4,4
ENSG00000173064,HECTD4,3,0,4
ENSG00000002746,HECW1,4,3,3
ENSG00000173706,HEG1,4,0,3
ENSG00000127311,HELB,4,2,0
ENSG00000119969,HELLS,0,3,1
ENSG00000163312,HELQ,3,0,2
ENSG00000187821,HELT,1,4,0
ENSG00000198265,HELZ,1,0,0
ENSG00000130589,HELZ2,2,0,3
ENSG00000136929,HEMGN,2,3,1
ENSG00000114735,HEMK1,1,2,1
ENSG00000162639,HENMT1,4,0,3
ENSG00000103657,HERC1,1,1,1
ENSG00000128731,HERC2,0,4,4
ENSG00000138641,HERC3,1,4,0
ENSG00000148634,HERC4,1,3,0
ENSG00000138646,HERC5,2,0,4
ENSG00000138642,HERC6,2,1,3
ENSG00000051108,HERPUD1,3,1,3
ENSG00000122557,HERPUD2,0,2,3
ENSG00000114315,HES1,1,4,3
ENSG00000069812,HES2,3,4,0
ENSG00000173673,HES3,1,2,1
ENSG00000188290,HES4,4,2,4
ENSG00000197921,HES5,0,3,1
ENSG00000144485,HES6,1,1,1
ENSG00000179111,HES7,4,4,2
ENSG00000163666,HESX1,1,3,3
ENSG00000213614,HEXA,0,2,3
ENSG00000049860,HEXB,0,0,1
ENSG00000169660,HEXD,3,2,2
ENSG00000186834,HEXIM1,0,3,1
ENSG00000168517,HEXIM2,3,0,0
ENSG00000164683,HEY1,3,0,4
ENSG00000135547,HEY2,3,4,4
ENSG00000163909,HEYL,4,0,3
ENSG00000010704,HFE,3,3,0
ENSG00000113924,HGD,2,3,1
ENSG00000235173,HGH1,4,4,3
ENSG00000165102,HGSNAT,3,1,0
ENSG00000054392,HHAT,1,2,1
ENSG00000152804,HHEX,0,4,2
ENSG00000114455,HHLA2,2,2,4
ENSG00000197568,ANKRD13C-DT,2,1,1
ENSG00000106049,HIBADH,2,0,2
ENSG00000198130,HIBCH,0,2,2
ENSG00000177374,HIC1,3,4,1
ENSG00000169635,HIC2,3,0,4
ENSG00000167861,HID1,4,4,1
ENSG00000100644,HIF1A,2,1,4
ENSG00000166135,HIF1AN,2,1,1
ENSG00000124440,HIF3A,3,4,2
ENSG00000181061,HIGD1A,4,3,3
ENSG00000146066,HIGD2A,1,3,1
ENSG00000149196,HIKESHI,2,3,4
ENSG00000135245,HILPDA,2,3,2
ENSG00000169567,HINT1,4,4,3
ENSG00000137133,HINT2,1,4,0
ENSG00000111911,HINT3,0,2,3
ENSG00000127946,HIP1,2,0,1
ENSG00000130787,HIP1R,4,4,4
ENSG00000163349,HIPK1,4,3,1
ENSG00000064393,HIPK2,4,0,4
ENSG00000110422,HIPK3,0,4,0
ENSG00000149929,HIRIP3,4,3,4
ENSG00000124610,H1-1,3,3,0
ENSG00000184357,H1-5,2,3,2
ENSG00000124575,H1-3,4,3,1
ENSG00000168298,H1-4,3,1,3
ENSG00000278463,H2AC4,2,1,1
ENSG00000180573,H2AC6,2,4,1
ENSG00000277075,H2AC8,4,4,2
ENSG00000196787,H2AC11,2,1,3
ENSG00000274997,H2AC12,2,4,2
ENSG00000196747,H2AC13,3,1,1
ENSG00000276368,H2AC14,4,2,4
ENSG00000275221,H2AC15,1,1,4
ENSG00000276903,H2AC16,4,1,0
ENSG00000278677,H2AC17,0,1,0
ENSG00000276410,H2BC3,2,3,2
ENSG00000180596,H2BC4,0,3,4
ENSG00000158373,H2BC5,4,3,4
ENSG00000274290,H2BC6,3,0,0
ENSG00000277224,H2BC7,0,2,3
ENSG00000273802,H2BC8,2,2,4
